,0
1279,1711283.6684688467
1280,1720456.1622617624
1281,1724364.187424372
1282,1738486.8288542961
1283,1752980.8872318575
1284,1756770.8728603218
1285,1776684.6150367453
1286,1772455.790305553
1287,1780555.447547384
1288,1796781.7156919718
1289,1792512.643849777
1290,1785143.5878923896
1291,1791263.8580629423
1292,1786045.7168693636
1293,1793792.3846421256
1294,1788380.255633667
1295,1791966.744945558
1296,1805444.2995792958
1297,1813466.5464365238
1298,1800455.014598399
1299,1825187.5270533818
1300,1822409.6266992053
1301,1824041.0006292076
1302,1821442.6627313823
1303,1822109.215256889
1304,1817988.8095631183
1305,1816136.3877879307
1306,1797483.8861917304
1307,1787325.537142687
1308,1803710.2796803087
1309,1820093.6697541452
1310,1816685.1115778745
1311,1833223.9450802396
1312,1830265.686981651
1313,1834337.7479401852
1314,1844207.192920127
1315,1830630.977858653
1316,1824331.5937399373
1317,1831635.38001661
1318,1841527.4789581497
1319,1851918.591366206
1320,1852603.1187825706
1321,1853686.3661459854
1322,1834031.2673532749
1323,1818241.3019868066
1324,1818555.7819502302
1325,1838806.3281473108
1326,1803928.0132460648
1327,1787958.6955800287
1328,1800013.8867575703
1329,1803576.5202043331
1330,1814035.36950732
1331,1810775.7030521228
1332,1812775.6644027638
1333,1820846.384227877
1334,1817278.5245719275
1335,1835263.5851133661
1336,1822606.2975498824
1337,1835531.2740975544
1338,1843827.0471460896
1339,1846362.405709399
1340,1843773.9793678909
1341,1840515.698854068
1342,1846799.2462503018
1343,1835288.0487697246
1344,1856280.575393462
1345,1854631.5979993276
1346,1855489.0587249119
1347,1868752.8449621573
1348,1870634.5716283699
1349,1864071.5006317662
1350,1846951.8755448307
1351,1857897.898204363
1352,1864600.5706628682
1353,1852307.6535773138
1354,1867462.0989041536
1355,1870664.290755602
1356,1881095.9567497529
1357,1893632.4014285298
1358,1891075.6718085385
1359,1902484.5988666764
1360,1902046.5903540642
1361,1904290.98547374
1362,1904565.6449834213
1363,1910410.370872243
1364,1918210.5355275793
1365,1925840.4452496609
1366,1930823.1228872219
1367,1933284.16942661
1368,1927699.0571478573
1369,1911890.328609074
1370,1911772.0954003208
1371,1909618.440681683
1372,1908545.1529333538
1373,1918778.8019678595
1374,1923209.7877396306
1375,1924463.3719388822
1376,1924731.9892433644
1377,1914821.1857452895
1378,1921368.7464312671
1379,1917676.8376477186
1380,1920453.230159184
1381,1918934.6057059383
1382,1932335.486714201
1383,1935783.6474993012
1384,1946521.6457184476
1385,1944946.6528593139
1386,1932953.2906159156
1387,1942879.102257496
1388,1938364.0537358937
1389,1946061.3070681675
1390,1960082.6049962651
1391,1958261.2456778258
1392,1961662.781294127
1393,1946484.2867233653
1394,1961581.4360320014
1395,1954573.990484507
1396,1961029.050439757
1397,1966150.5419862932
1398,1966088.8395148022
1399,1958490.29777657
1400,1965352.3024143174
1401,1955201.788474302
1402,1946740.9410165004
1403,1909021.8856676088
1404,1906952.4057961626
1405,1912707.6950364094
1406,1898815.4337559985
1407,1900688.8955996877
1408,1888207.3649444305
1409,1902835.655525928
1410,1906416.872665009
1411,1907535.594693822
1412,1919871.8268968007
1413,1923879.3919305245
1414,1918778.8177897655
1415,1937165.6041123183
1416,1947538.9485328004
1417,1951353.3757042359
1418,1958084.1879888661
1419,1956469.4071685954
1420,1965645.004813858
1421,1967889.3648953205
1422,1976305.2482003388
1423,1972993.8241543341
1424,1977279.359605195
1425,1975791.3540121338
1426,1968796.4133163905
1427,1966069.5663561267
1428,1975982.7777644165
1429,1967825.21415453
1430,1959837.4661469017
1431,1967680.9711716853
1432,1967110.3239764802
1433,1957379.3639142397
1434,1961127.3253221877
1435,1970580.7846139828
1436,1973457.022301897
1437,1982146.6590228898
1438,1983599.6470335908
1439,1975231.0952200738
1440,1965585.414802942
1441,1978201.5690955454
1442,1942680.81614141
1443,1966187.8297066442
1444,1961363.3748256317
1445,1959912.616534185
1446,1935731.7435953906
1447,1937356.6063092966
1448,1955746.9352803896
1449,1952136.6181091361
1450,1929008.4181568357
1451,1960382.309762403
1452,1932355.9688960426
1453,1925927.6313403083
1454,1901290.3991310685
1455,1895001.7938514384
1456,1874469.7625796404
1457,1878837.0790816061
1458,1908626.6042638756
1459,1913458.2213233234
1460,1941597.4744729332
1461,1926113.5500840473
1462,1947512.1052295999
1463,1960060.4298775434
1464,1965585.6285860704
1465,1985783.932581933
1466,1985478.0479828215
1467,2002614.034169258
1468,2022719.4730923986
1469,2023229.6296302818
1470,2021863.1304762359
1471,2031831.2161126027
1472,2038607.0582255612
1473,2037076.751017487
1474,2041160.0528529536
1475,2046002.277875767
1476,2051029.9231960697
1477,2059614.6178951664
1478,2062651.4666470746
1479,2066626.4379732104
1480,2077677.9642855725
1481,2070041.71764107
1482,2075864.768745848
1483,2085084.6434350335
1484,2089965.813902279
1485,2089997.038828798
1486,2098313.661796801
1487,2095653.192492511
1488,2080733.260554744
1489,2085378.096283234
1490,2091898.8490731183
1491,2086192.97993764
1492,2089832.2303270318
1493,2075183.3259927423
1494,2071326.2979779104
1495,2038795.2728774527
1496,2042965.0032436985
1497,2006540.2369283296
1498,1993931.5197282361
1499,1976176.4703555508
1500,2012914.750607145
1501,2056611.7737925085
1502,2056464.3365121805
1503,2070475.2063248686
1504,2074570.3582024057
1505,2074886.6857660592
1506,2081335.4445948154
1507,2077681.3982904567
1508,2071534.1665984276
1509,2047310.666025837
1510,2046479.3052984085
1511,2011471.4781763565
1512,2007495.3601819745
1513,2025573.4187255427
1514,2071642.3564889224
1515,2056557.0159308512
1516,2040798.4075816167
1517,2042271.8256019508
1518,2026241.359859949
1519,2012697.996448834
1520,2030531.4266781888
1521,2038788.3692804559
1522,2052549.0969888384
1523,2086837.2685608724
1524,2070183.1443785
1525,2068849.7163983467
1526,2027513.4179528088
1527,2020522.9458428414
1528,2045406.1248674772
1529,2019407.5916070465
1530,2044522.9711323911
1531,2072267.727844291
1532,2072089.2053326047
1533,2095400.6271216853
1534,2089991.0253307777
1535,2081758.2354325047
1536,2102844.2660666844
1537,2110534.4851838467
1538,2131074.0291225547
1539,2134926.0474595116
1540,2137717.0046035605
1541,2134844.7742170123
1542,2127987.7706147037
1543,2146203.35281856
1544,2158719.4898743345
1545,2161589.3785355
1546,2150914.1018413533
1547,2151164.5674704174
1548,2139868.488154249
1549,2155084.799664875
1550,2143823.0519869328
1551,2135741.9103337233
1552,2131308.104740791
1553,2103750.948242074
1554,2117024.0642392384
1555,2079551.259909127
1556,2072897.9980651804
1557,2100776.8232732997
1558,2089413.6549465412
1559,2118045.865430426
1560,2108706.45681279
1561,2134619.3939608927
1562,2126252.2157862107
1563,2130712.1296287137
1564,2132490.605012734
1565,2121407.550317439
1566,2089544.0519648055
1567,2084641.0633450525
1568,2092316.8283534683
1569,2125402.7589955563
1570,2099917.480201987
1571,2091679.4962736776
1572,2100354.030628134
1573,2113026.11508582
1574,2107585.2397011537
1575,2111223.282176073
1576,2116267.210595306
1577,2126023.4433329175
1578,2118951.2693521474
1579,2122697.2775417645
1580,2129708.734038062
1581,2137515.5596949793
1582,2106073.0753848692
1583,2124340.1656171223
1584,2118894.134761591
1585,2131565.2398129865
1586,2140725.9846877414
1587,2142147.3348321337
1588,2139134.1135378797
1589,2146647.087749513
1590,2130844.663367089
1591,2103687.615525322
1592,2126455.6806033207
1593,2132289.87554936
1594,2114442.8552021114
1595,2104750.233824661
1596,2112333.013077812
1597,2145585.308964401
1598,2134132.680804935
1599,2127229.1399723203
1600,2130965.0398546765
1601,2157651.3210343732
1602,2159737.503995206
1603,2163277.4723066078
1604,2161857.20127228
1605,2163205.318100448
1606,2166399.2596343257
1607,2159452.9680709154
1608,2133701.240135216
1609,2150326.7759029795
1610,2147878.506867275
1611,2140863.7394863055
1612,2141043.9716854957
1613,2135481.4664430167
1614,2139508.013615561
1615,2117024.2384208865
1616,2106724.181774426
1617,2099360.2393285264
1618,2099834.6118988874
1619,2124923.9868054716
1620,2130268.9105400983
1621,2111880.8046143763
1622,2105246.6964599653
1623,2122899.9724001056
1624,2123614.096815044
1625,2142719.9534910023
1626,2130849.829848358
1627,2139316.2573681367
1628,2147082.209385714
1629,2125935.2612783504
1630,2125722.590726284
1631,2128601.0405785795
1632,2086430.8814814216
1633,2090693.7708193609
1634,2103633.380003069
1635,2101357.3713185326
1636,2093626.8649361497
1637,2098753.201627437
1638,2065086.0846109132
1639,2064469.5941656572
1640,2096287.2735965159
1641,2119039.6507767183
1642,2136262.4741227236
1643,2134916.41306951
1644,2142824.0010990007
1645,2135130.6985273226
1646,2139362.5938373697
1647,2120644.3949911445
1648,2101506.882251543
1649,2082887.808907662
1650,2074379.338654695
1651,2060761.919122108
1652,2088090.574110521
1653,2101366.1176662804
1654,2098249.033097303
1655,2092574.1314545148
1656,2082205.933145131
1657,2070429.8831241077
1658,2075287.715323991
1659,2063224.3788475879
1660,2058253.412301061
1661,2090279.6733432384
1662,2062303.8014509652
1663,2067425.5189239802
1664,2063363.7864126177
1665,2069297.8626583992
1666,2077371.4848281571
1667,2072369.1890255793
1668,2051647.266001108
1669,2017211.2825273965
1670,1960844.821921099
1671,1892463.9339187825
1672,1869579.104521929
1673,1942921.9360056915
1674,1994725.500826169
1675,1995052.038056894
1676,1983589.8728763168
1677,1926552.4609863018
1678,1959388.0548535674
1679,1959620.544283652
1680,1930150.205756196
1681,1974642.5910099694
1682,1946948.6465463105
1683,1959886.456779441
1684,1973257.3896299035
1685,1967285.0362288544
1686,1992235.925666074
1687,2007276.3577894496
1688,1994524.225266159
1689,1963304.0202134284
1690,1979479.8205952668
1691,1959800.972804429
1692,1954615.6177420865
1693,1943589.7783720077
1694,1947754.5085163785
1695,1906135.793467013
1696,1909095.023457529
1697,1938322.4787013188
1698,1932103.619471092
